age,job,marital,education,balance,housing,loan,duration,campaign,pdays,poutcome,y
30,management,married,tertiary,1221,yes,no,279,4,-1,unknown,yes
62,retired,married,secondary,816,no,no,28,2,-1,unknown,no
,blue-collar,married,secondary,1222,yes,no,369,1,-1,unknown,no
31,technician,married,secondary,2363,yes,no,247,1,-1,unknown,
66,retired,married,tertiary,2262,no,no,155,1,-1,unknown,no
47,admin.,married,secondary,2,no,no,89,1,-1,unknown,no
39,entrepreneur,married,tertiary,2,yes,no,180,1,-1,unknown,no
,technician,married,secondary,458,yes,no,854,1,-1,unknown,yes
,admin.,divorced,secondary,-42,,no,46,1,-1,unknown,no
27,technician,married,secondary,1577,yes,yes,266,2,-1,unknown,no
32,blue-collar,married,secondary,34,yes,no,321,2,-1,unknown,no
44,management,married,tertiary,795,no,no,99,24,-1,unknown,no
42,blue-collar,married,secondary,117,yes,no,147,1,-1,unknown,no
,self-employed,single,tertiary,5462,no,no,430,1,-1,unknown,yes
25,services,single,secondary,42,no,yes,264,1,-1,unknown,no
40,technician,single,secondary,641,no,no,156,6,-1,unknown,no
43,management,divorced,tertiary,36,no,no,118,1,102,failure,no
55,unemployed,married,tertiary,383,no,no,343,3,-1,unknown,no
50,blue-collar,married,secondary,283,yes,no,226,3,-1,unknown,no
45,management,divorced,tertiary,,no,no,5,1,-1,unknown,no
,blue-collar,divorced,secondary,312,yes,no,138,1,-1,unknown,no
32,blue-collar,,secondary,889,yes,no,185,1,99,success,yes
59,housemaid,married,secondary,,no,no,722,1,99,failure,no
,self-employed,married,secondary,-37,yes,no,748,1,-1,unknown,no
39,management,married,tertiary,-66,yes,no,142,1,-1,unknown,no
40,management,,secondary,1378,yes,no,523,3,-1,unknown,no
36,blue-collar,single,primary,1313,yes,no,8,10,-1,unknown,no
40,management,married,tertiary,8969,yes,no,153,1,-1,unknown,no
55,self-employed,married,secondary,-196,yes,no,210,2,-1,unknown,no
38,entrepreneur,married,secondary,15,yes,no,121,1,-1,unknown,no
61,admin.,married,secondary,468,no,no,212,1,-1,unknown,yes
41,management,married,tertiary,666,yes,no,253,3,-1,unknown,no
57,blue-collar,married,primary,452,yes,no,139,4,-1,unknown,no
48,blue-collar,married,secondary,149,yes,no,71,1,-1,unknown,no
,retired,married,tertiary,782,no,no,,1,92,success,yes
,services,married,secondary,1453,yes,no,199,1,-1,unknown,no
54,blue-collar,married,secondary,148,yes,no,108,1,-1,unknown,no
37,management,single,unknown,715,yes,no,247,2,-1,unknown,no
56,management,single,secondary,237,yes,no,236,4,-1,unknown,no
40,technician,married,secondary,694,yes,no,97,4,196,failure,no
40,management,married,tertiary,,no,no,109,8,-1,unknown,no
54,management,married,tertiary,55,yes,no,,2,-1,unknown,no
55,housemaid,married,primary,136,,no,15,10,-1,unknown,no
55,services,divorced,secondary,-44,yes,no,502,3,-1,unknown,no
52,blue-collar,married,primary,779,yes,no,30,3,-1,unknown,no
55,blue-collar,single,primary,1187,yes,no,193,2,-1,unknown,no
33,management,married,tertiary,641,yes,no,347,2,-1,unknown,no
52,blue-collar,married,unknown,826,yes,no,468,2,-1,unknown,no
33,services,,secondary,991,yes,no,148,1,-1,unknown,no
,admin.,married,secondary,1796,no,no,295,1,91,success,
46,admin.,married,secondary,22,no,no,388,6,-1,unknown,yes
44,technician,single,secondary,244,yes,no,1735,4,-1,unknown,
48,management,divorced,tertiary,1328,yes,no,339,1,-1,unknown,no
50,housemaid,married,secondary,7317,yes,no,172,1,370,failure,no
,technician,single,secondary,4943,yes,yes,117,2,-1,unknown,no
38,technician,single,secondary,258,no,yes,587,2,-1,unknown,no
42,management,single,tertiary,515,yes,no,501,2,-1,unknown,no
32,management,single,tertiary,1267,no,no,203,5,84,failure,no
58,admin.,married,secondary,2,yes,yes,282,9,-1,unknown,no
31,management,married,tertiary,13,no,no,110,5,-1,unknown,
19,student,single,primary,13,no,no,104,2,-1,unknown,yes
41,management,married,tertiary,3872,no,no,231,1,-1,unknown,
31,unemployed,married,secondary,296,yes,no,378,3,-1,unknown,
52,self-employed,single,primary,217,no,yes,193,6,-1,unknown,no
42,self-employed,divorced,tertiary,36,yes,no,110,5,-1,unknown,no
41,blue-collar,single,secondary,428,yes,no,92,1,-1,unknown,no
30,blue-collar,single,secondary,315,no,no,1407,1,-1,unknown,yes
38,blue-collar,married,secondary,121,yes,yes,168,1,212,failure,no
32,management,married,tertiary,82,yes,no,738,3,-1,unknown,no
52,technician,married,secondary,195,yes,no,220,1,63,failure,yes
48,management,divorced,tertiary,18,yes,no,89,2,-1,unknown,
36,management,married,tertiary,-381,yes,no,30,29,-1,unknown,no
45,unemployed,divorced,primary,757,no,no,103,1,325,failure,
,technician,married,tertiary,691,yes,yes,70,1,-1,unknown,no
36,blue-collar,married,primary,1925,yes,no,904,2,-1,unknown,yes
,management,married,tertiary,92,yes,no,159,1,367,other,no
61,retired,married,secondary,527,no,no,336,1,81,other,no
54,services,married,secondary,,,no,220,1,-1,unknown,no
50,entrepreneur,married,secondary,665,no,no,238,1,-1,unknown,no
43,admin.,divorced,secondary,738,yes,no,585,4,191,failure,
47,blue-collar,married,primary,233,no,no,293,3,-1,unknown,no
45,services,married,secondary,-839,yes,no,68,1,-1,unknown,no
57,retired,married,primary,5799,no,no,97,1,-1,unknown,no
27,admin.,married,secondary,133,yes,no,1713,1,-1,unknown,no
49,unemployed,divorced,secondary,66,no,no,218,3,-1,unknown,no
43,services,married,primary,2567,yes,no,109,1,360,failure,no
40,management,married,tertiary,1584,yes,no,661,1,-1,unknown,no
32,services,single,secondary,182,yes,no,145,1,-1,unknown,no
58,management,married,primary,76,yes,no,54,4,-1,unknown,
,admin.,single,secondary,663,yes,no,111,1,-1,unknown,no
46,technician,divorced,secondary,3455,yes,no,566,2,-1,unknown,no
29,blue-collar,married,secondary,15,no,no,136,1,-1,unknown,no
52,blue-collar,married,primary,154,no,no,273,1,-1,unknown,no
45,management,married,tertiary,1529,no,no,160,1,-1,unknown,no
26,management,single,secondary,63,no,no,76,4,-1,unknown,no
40,technician,married,tertiary,,no,no,44,1,-1,unknown,no
41,admin.,married,secondary,92,yes,yes,239,1,-1,unknown,no
47,admin.,single,secondary,3696,no,no,250,2,181,success,yes
27,technician,,unknown,59,no,no,792,4,-1,unknown,no
27,services,married,secondary,,yes,no,198,13,-1,unknown,no
48,blue-collar,married,secondary,157,yes,no,73,1,-1,unknown,no
49,admin.,married,secondary,2465,no,no,157,3,-1,unknown,no
,blue-collar,,primary,,yes,no,90,6,-1,unknown,no
47,self-employed,married,secondary,2,no,no,236,2,-1,unknown,no
54,management,married,tertiary,,no,no,118,5,-1,unknown,no
39,management,single,tertiary,12437,no,no,40,1,-1,unknown,no
28,student,single,secondary,378,yes,no,346,1,-1,unknown,no
54,blue-collar,married,primary,211,no,no,200,2,-1,unknown,no
,technician,married,secondary,-228,yes,no,,3,332,other,no
63,retired,married,secondary,2747,no,no,113,1,80,failure,no
42,self-employed,married,tertiary,1932,yes,no,192,32,-1,unknown,no
43,technician,single,secondary,11269,no,no,92,1,-1,unknown,no
37,admin.,married,secondary,1314,yes,no,682,2,85,success,no
55,blue-collar,married,primary,2275,no,no,139,9,-1,unknown,no
43,management,single,tertiary,134,no,no,501,2,-1,unknown,
41,blue-collar,married,secondary,72,no,yes,651,1,-1,unknown,yes
47,technician,divorced,secondary,2914,yes,no,405,13,-1,unknown,no
,technician,married,secondary,1464,yes,no,350,1,-1,unknown,no
28,student,single,secondary,11555,no,no,125,2,-1,unknown,no
36,services,married,secondary,-32,yes,no,36,2,-1,unknown,no
50,technician,married,secondary,2497,yes,no,35,1,176,failure,no
,blue-collar,married,secondary,-339,yes,no,389,2,-1,unknown,no
40,technician,married,secondary,56,yes,yes,194,1,247,failure,no
26,self-employed,single,tertiary,211,,no,168,3,-1,unknown,no
36,management,divorced,tertiary,3611,yes,no,347,3,-1,unknown,no
59,unemployed,married,primary,,,no,3025,2,-1,unknown,no
28,student,single,secondary,459,no,no,83,13,-1,unknown,no
46,entrepreneur,married,unknown,242,yes,no,332,2,-1,unknown,no
50,self-employed,married,secondary,1138,no,no,219,10,-1,unknown,no
,management,married,tertiary,1319,yes,no,427,1,150,failure,no
81,retired,married,secondary,1,no,no,65,5,-1,unknown,no
,services,divorced,secondary,67,yes,no,192,2,-1,unknown,no
58,retired,married,unknown,937,no,no,155,1,-1,unknown,no
44,services,married,secondary,,yes,yes,161,1,-1,unknown,no
38,management,married,tertiary,-558,yes,no,533,1,-1,unknown,no
49,blue-collar,married,secondary,171,no,no,19,3,175,other,no
33,technician,single,tertiary,696,no,yes,193,1,176,failure,no
29,management,married,tertiary,361,yes,yes,819,3,-1,unknown,no
28,technician,single,secondary,227,no,no,278,1,-1,unknown,yes
31,admin.,married,secondary,236,yes,yes,211,3,-1,unknown,no
33,management,single,tertiary,-53,no,no,617,2,-1,unknown,no
52,technician,married,secondary,192,yes,no,61,2,-1,unknown,no
43,management,divorced,tertiary,38,yes,no,197,6,-1,unknown,no
32,self-employed,single,secondary,518,yes,no,34,7,-1,unknown,no
36,self-employed,married,tertiary,16,yes,yes,95,4,-1,unknown,no
41,blue-collar,married,secondary,-256,yes,no,147,2,-1,unknown,no
43,blue-collar,married,secondary,15,no,yes,668,2,-1,unknown,no
45,self-employed,married,tertiary,334,no,no,87,2,-1,unknown,
39,technician,married,secondary,148,no,yes,405,1,-1,unknown,
41,services,married,secondary,18,yes,yes,83,7,-1,unknown,no
31,technician,married,secondary,66,no,no,115,1,-1,unknown,no
37,unemployed,single,tertiary,,yes,no,108,1,-1,unknown,no
28,entrepreneur,married,unknown,134,no,no,,1,-1,unknown,no
47,housemaid,married,primary,21,yes,no,58,2,382,failure,no
37,housemaid,married,primary,189,no,no,148,4,-1,unknown,no
60,retired,divorced,unknown,-49,yes,no,188,1,261,failure,no
43,technician,divorced,secondary,1413,yes,no,75,3,-1,unknown,no
58,retired,divorced,tertiary,264,yes,yes,523,3,-1,unknown,no
52,entrepreneur,married,tertiary,54,,yes,103,1,-1,unknown,no
50,blue-collar,married,primary,12519,yes,no,146,2,147,success,no
32,services,single,secondary,2881,no,no,356,1,-1,unknown,yes
42,blue-collar,married,primary,,yes,no,71,1,-1,unknown,no
31,admin.,,secondary,88,yes,yes,189,2,-1,unknown,no
28,blue-collar,married,secondary,12,yes,no,251,1,-1,unknown,
36,technician,divorced,tertiary,119,no,no,127,8,-1,unknown,no
51,unemployed,single,tertiary,1594,no,no,197,1,-1,unknown,no
46,technician,married,tertiary,342,yes,yes,84,1,-1,unknown,no
50,services,single,secondary,72,no,no,,2,-1,unknown,no
32,blue-collar,married,secondary,14,yes,no,171,1,-1,unknown,no
26,entrepreneur,single,tertiary,81,no,no,262,3,-1,unknown,no
41,self-employed,married,tertiary,231,no,no,352,2,-1,unknown,
39,technician,married,tertiary,1161,yes,no,236,1,336,failure,
31,blue-collar,married,secondary,-45,yes,no,,1,-1,unknown,no
28,management,single,tertiary,231,yes,yes,568,2,-1,unknown,no
31,management,single,secondary,36,no,no,105,2,-1,unknown,no
30,technician,married,tertiary,157,,no,260,1,-1,unknown,no
,technician,married,tertiary,75,no,no,222,3,182,success,yes
33,blue-collar,married,primary,374,yes,no,447,2,-1,unknown,no
30,technician,single,tertiary,6619,yes,no,239,8,-1,unknown,no
32,blue-collar,single,secondary,-84,yes,no,426,1,-1,unknown,no
40,management,single,tertiary,159,no,no,333,1,58,failure,no
31,self-employed,married,tertiary,1134,no,no,174,2,-1,unknown,
36,technician,married,secondary,146,yes,yes,284,2,-1,unknown,no
33,management,single,tertiary,9449,yes,no,428,1,-1,unknown,no
57,retired,married,secondary,374,yes,yes,236,1,-1,unknown,no
45,technician,married,secondary,88,no,no,150,2,-1,unknown,no
59,management,married,tertiary,2764,no,no,237,1,206,failure,no
30,management,single,tertiary,2,yes,yes,1031,8,-1,unknown,yes
33,technician,married,tertiary,823,no,no,107,1,105,failure,no
52,blue-collar,married,secondary,289,yes,no,45,13,-1,unknown,no
83,retired,married,secondary,,no,no,140,10,-1,unknown,no
58,self-employed,divorced,tertiary,1382,no,no,700,1,-1,unknown,yes
33,management,divorced,tertiary,28,no,yes,155,1,-1,unknown,
41,blue-collar,divorced,primary,2195,yes,no,211,5,-1,unknown,
31,self-employed,married,secondary,33,no,no,165,4,-1,unknown,no
,blue-collar,,secondary,275,no,yes,144,5,-1,unknown,no
27,management,single,tertiary,73,yes,no,590,3,-1,unknown,yes
57,admin.,,unknown,887,,no,43,8,-1,unknown,no
56,unknown,married,unknown,,no,no,471,2,-1,unknown,
,admin.,single,secondary,1178,yes,no,295,2,-1,unknown,no
39,management,married,tertiary,2763,yes,no,526,2,-1,unknown,yes
32,entrepreneur,single,tertiary,89,yes,yes,27,10,-1,unknown,no
46,self-employed,married,secondary,548,no,no,1181,4,-1,unknown,yes
56,technician,married,tertiary,272,no,no,103,2,-1,unknown,no
46,management,divorced,tertiary,6269,yes,no,249,3,112,failure,
29,entrepreneur,married,secondary,178,yes,no,231,4,-1,unknown,no
60,management,married,primary,252,yes,yes,123,2,147,failure,no
33,housemaid,,tertiary,23663,yes,no,199,2,146,failure,no
27,entrepreneur,,tertiary,81,no,no,197,1,199,failure,no
50,self-employed,divorced,tertiary,59,yes,no,67,2,-1,unknown,no
45,services,married,secondary,1343,no,yes,220,1,-1,unknown,no
58,retired,married,secondary,225,no,no,122,6,-1,unknown,no
59,retired,married,primary,,yes,no,104,7,-1,unknown,
58,retired,divorced,primary,2538,yes,no,307,6,-1,unknown,no
64,retired,married,primary,43,no,no,117,1,91,success,no
47,technician,married,secondary,57,no,no,,1,342,success,no
40,management,married,tertiary,-117,yes,no,770,2,-1,unknown,no
36,technician,divorced,secondary,666,yes,yes,190,1,133,other,no
28,management,single,tertiary,,,no,767,5,-1,unknown,yes
38,technician,single,tertiary,25,,no,232,2,-1,unknown,yes
,entrepreneur,married,primary,134,yes,no,854,2,170,other,no
46,blue-collar,,secondary,324,yes,no,293,6,-1,unknown,no
54,technician,married,secondary,,no,no,986,1,94,failure,no
32,management,married,tertiary,,no,no,66,1,-1,unknown,no
55,management,married,primary,621,no,yes,114,1,208,failure,no
55,retired,divorced,secondary,138,no,no,205,1,-1,unknown,no
56,technician,married,secondary,463,no,yes,31,4,-1,unknown,no
40,blue-collar,married,secondary,1184,no,no,113,1,-1,unknown,no
44,technician,married,secondary,31,yes,no,200,1,253,failure,no
32,entrepreneur,married,unknown,73,yes,no,158,1,135,failure,no
33,management,married,tertiary,188,yes,no,99,4,-1,unknown,
41,unemployed,divorced,secondary,1281,no,no,45,3,-1,unknown,no
37,technician,married,secondary,64,yes,no,239,4,278,other,
58,management,single,tertiary,2,yes,no,168,3,-1,unknown,no
52,blue-collar,married,secondary,6,no,yes,196,2,-1,unknown,no
49,services,single,secondary,133,no,no,319,6,-1,unknown,no
44,housemaid,married,primary,376,no,no,209,3,-1,unknown,
28,admin.,single,unknown,174,no,no,184,1,-1,unknown,no
31,technician,married,secondary,251,no,yes,156,2,-1,unknown,no
37,self-employed,married,secondary,4153,yes,no,35,16,-1,unknown,no
30,technician,single,tertiary,985,yes,no,88,2,-1,unknown,no
28,services,single,secondary,168,no,no,347,3,140,success,
46,services,married,secondary,155,yes,no,126,2,149,failure,no
47,management,married,tertiary,778,yes,no,157,5,-1,unknown,no
,blue-collar,married,primary,-12,yes,no,212,5,-1,unknown,no
80,management,married,primary,6483,no,no,123,1,-1,unknown,no
30,technician,single,tertiary,6,yes,yes,306,5,-1,unknown,no
55,technician,single,secondary,3339,yes,no,63,1,-1,unknown,no
22,student,single,tertiary,1161,no,yes,119,1,-1,unknown,no
33,blue-collar,single,primary,599,yes,no,29,1,-1,unknown,no
,entrepreneur,married,unknown,28,no,no,117,2,-1,unknown,no
49,management,married,tertiary,143,no,no,231,2,-1,unknown,
51,retired,married,secondary,35,no,yes,123,4,-1,unknown,
41,self-employed,married,tertiary,6,yes,no,265,1,-1,unknown,no
,technician,married,secondary,,yes,no,144,1,-1,unknown,no
36,blue-collar,single,secondary,34,no,yes,559,3,-1,unknown,no
,entrepreneur,married,tertiary,,no,no,74,1,168,failure,no
29,services,married,secondary,3,yes,no,183,1,-1,unknown,no
40,technician,single,tertiary,445,yes,no,631,1,-1,unknown,no
32,management,divorced,tertiary,874,no,no,1282,6,-1,unknown,yes
48,blue-collar,married,secondary,75,no,no,108,2,-1,unknown,no
59,retired,married,unknown,133,no,no,1199,1,-1,unknown,yes
,self-employed,divorced,tertiary,1354,yes,no,736,2,-1,unknown,yes
33,technician,single,tertiary,123,no,no,264,1,-1,unknown,
55,retired,married,primary,8894,no,no,262,1,-1,unknown,no
41,blue-collar,married,secondary,429,yes,no,244,1,-1,unknown,no
42,housemaid,married,primary,14752,no,no,107,2,-1,unknown,no
46,blue-collar,married,primary,67,no,no,9,1,-1,unknown,no
,housemaid,divorced,secondary,39,no,no,149,2,-1,unknown,no
28,technician,single,tertiary,12,no,no,321,2,-1,unknown,no
25,student,single,secondary,179,no,no,224,1,322,failure,no
56,management,single,tertiary,15311,no,no,157,6,-1,unknown,no
30,admin.,single,secondary,-635,no,no,250,1,-1,unknown,no
45,blue-collar,married,secondary,115,no,no,209,4,-1,unknown,no
40,management,married,tertiary,1786,no,no,111,3,-1,unknown,no
40,blue-collar,married,secondary,498,yes,no,55,2,298,failure,no
39,blue-collar,married,secondary,145,yes,yes,290,13,-1,unknown,no
48,entrepreneur,married,tertiary,81,no,no,383,1,-1,unknown,no
31,technician,single,tertiary,-162,yes,no,380,1,-1,unknown,no
32,management,married,tertiary,55,no,no,124,3,-1,unknown,no
,services,married,secondary,586,yes,yes,224,2,-1,unknown,no
26,technician,single,secondary,455,no,no,240,1,182,other,no
31,management,married,tertiary,11,yes,no,385,3,364,other,no
37,management,single,tertiary,59,yes,no,133,1,-1,unknown,no
29,student,single,unknown,2929,no,no,91,1,-1,unknown,no
57,technician,married,secondary,371,yes,yes,63,3,-1,unknown,no
47,management,single,tertiary,153,yes,no,192,2,-1,unknown,no
38,self-employed,single,secondary,1146,yes,no,91,2,-1,unknown,
